API: JobsWithoutChunks
0, 2681.85784119474
50000, 964.402941781961
100000, 321.74126519378
150000, 179.39268376838
200000, 120.697011579315
250000, 96.4661692227874
300000, 80.2972592542983
350000, 68.5846249273992
400000, 60.0844713686563
450000, 52.2311171670319
500000, 50.8810963158894
550000, 44.681304597468
600000, 40.9442110870574
650000, 38.0886738249892
700000, 35.4751001454582
750000, 31.7197859185002
800000, 30.8917475785519
850000, 29.860660493415
900000, 27.786020112321
950000, 27.0652248119235
1000000, 26.331331801032
